2018-01-15 10:21:59	CommandMon Logfile Created.
2018-01-15 10:21:59	All GPSDOs disconnected.
2018-01-15 10:22:01	/dev/ttyUSB0 serial object created.
2018-01-15 10:22:01	GPS 1 is Connected
2018-01-15 10:22:04	Failed to read command!
2018-01-15 10:22:07	GPS disconnected from /dev/ttyUSB0: OK
2018-01-15 10:22:07	/dev/ttyUSB0 released.
2018-01-15 10:22:11	/dev/ttyUSB0 serial object created.
2018-01-15 10:22:11	GPS 1 is Connected
2018-01-15 10:22:14	40404764FFDC0D0A
2018-01-15 10:22:22	Position Saved
2018-01-15 10:23:03	Position Saved
2018-01-15 10:23:16	
2018-01-15 10:23:21	
2018-01-15 10:23:50	Position Saved
2018-01-15 10:23:57	Position Saved
2018-01-15 10:23:57	Position Hold Parameters Updated
2018-01-15 10:23:57	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:23:58	LATITUDE : -33.9585
2018-01-15 10:23:58	LONGITUDE : 18.4599
2018-01-15 10:23:58	ALTITUDE :  m
2018-01-15 10:28:22	Position Saved
2018-01-15 10:28:24	Position Saved
2018-01-15 10:28:24	Position Hold Parameters Updated
2018-01-15 10:28:24	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:28:25	LATITUDE : -33.9585
2018-01-15 10:28:25	LONGITUDE : 18.4599
2018-01-15 10:28:25	HEIGHT :  m
2018-01-15 10:28:30	Position Saved
2018-01-15 10:29:47	Position Saved
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	AAAAAAh
2018-01-15 10:29:49	Position Saved
2018-01-15 10:29:49	Position Hold Parameters Updated
2018-01-15 10:29:49	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:29:50	Failed to read command!
2018-01-15 10:29:50	LATITUDE : -33.9585
2018-01-15 10:29:50	LONGITUDE : 18.4599
2018-01-15 10:29:50	HEIGHT :  m
2018-01-15 10:33:18	Position Saved
2018-01-15 10:33:19	17232 
2018-01-15 10:33:19	HEIGHT =  
2018-01-15 10:33:19	Position Saved
2018-01-15 10:33:19	Position Hold Parameters Updated
2018-01-15 10:33:19	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:33:20	Failed to read command!
2018-01-15 10:33:20	LATITUDE : -33.9585
2018-01-15 10:33:20	LONGITUDE : 18.4599
2018-01-15 10:33:20	HEIGHT :  m
2018-01-15 10:34:35	66455717
2018-01-15 10:34:35	17232 
2018-01-15 10:34:35	66455717
2018-01-15 10:34:35	HEIGHT =  
2018-01-15 10:34:35	Position Saved
2018-01-15 10:34:35	Position Hold Parameters Updated
2018-01-15 10:34:35	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:34:36	LATITUDE : -33.9585
2018-01-15 10:34:36	LONGITUDE : 18.4599
2018-01-15 10:34:36	HEIGHT :  m
2018-01-15 10:36:44	66455717
2018-01-15 10:36:44	17232
2018-01-15 10:36:44	66455717
2018-01-15 10:36:44	HEIGHT =  cm
2018-01-15 10:36:44	Position Saved
2018-01-15 10:36:44	Position Hold Parameters Updated
2018-01-15 10:36:44	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:36:45	LATITUDE : -33.9585
2018-01-15 10:36:45	LONGITUDE : 18.4599
2018-01-15 10:36:45	HEIGHT :  m
2018-01-15 10:38:12	66455717
2018-01-15 10:38:12	17232 
2018-01-15 10:38:12	66455717
2018-01-15 10:38:12	HEIGHT =  
2018-01-15 10:38:12	Position Saved
2018-01-15 10:38:12	Position Hold Parameters Updated
2018-01-15 10:38:12	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:38:13	LATITUDE : -33.9585
2018-01-15 10:38:13	LONGITUDE : 18.4599
2018-01-15 10:38:13	HEIGHT :  m
2018-01-15 10:39:31	66455717
2018-01-15 10:39:31	17232 
2018-01-15 10:39:31	66455717
2018-01-15 10:39:31	HEIGHT =  
2018-01-15 10:39:31	Position Saved
2018-01-15 10:39:31	Position Hold Parameters Updated
2018-01-15 10:39:31	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:39:32	LATITUDE : -33.9585
2018-01-15 10:39:32	LONGITUDE : 18.4599
2018-01-15 10:39:32	HEIGHT :  m
2018-01-15 10:41:26	Position Saved
2018-01-15 10:41:28	Position Saved
2018-01-15 10:41:28	Position Hold Parameters Updated
2018-01-15 10:41:28	40404173F8B69B3103F608A5008E0D0A
2018-01-15 10:41:29	LATITUDE : -33.9585
2018-01-15 10:41:29	LONGITUDE : 18.4599
2018-01-15 10:41:29	HEIGHT :  m
2018-01-15 10:41:30	Failed to read command!
2018-01-15 10:41:32	Position Saved
2018-01-15 10:41:36	Position Saved
2018-01-15 10:42:18	Position Saved
2018-01-15 10:43:35	Position Saved
